rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,status,gender,birthDate,lastName,firstName,title,date,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
1905,1500,FinanceInvestments,Ana Lucia de Mattos Barretto Villela,49,Brazil,Sao Paulo,Banking,FinanceInvestments,Brazil,,FALSE,D,F,10/25/1973 0:00,de Mattos Barretto Villela,Ana Lucia,,4/4/2023 5:01,,,1973,10,25,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528
1905,1500,Manufacturing,Federico De Nora,55,Italy,Milan,Electrodes,Manufacturing,Italy,,FALSE,D,M,3/23/1968 0:00,De Nora,Federico,,4/4/2023 5:01,,,1968,3,23,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738
1905,1500,Technology,Bharat Desai,70,United States,Fisher Island,IT consulting,Technology,United States,Syntel,TRUE,E,M,11/20/1952 0:00,Desai,Bharat,ChairmanCo-founder,4/4/2023 5:01,Florida,South,1952,11,20,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1905,1500,Diversified,Mohammed Dewji,47,Tanzania,Dar es Salaam,Diversified,Diversified,Tanzania,,FALSE,E,M,5/8/1975 0:00,Dewji,Mohammed,,4/4/2023 5:01,,,1975,5,8,187.43,3.5,"$63,177,068,175 ",4,94.2,65,11.5,43.8,58005463,-6.369028,34.888822
1905,1500,FinanceInvestments,Egon Durban,49,United States,Atherton,Private equity,FinanceInvestments,United States,,TRUE,E,M,8/23/1973 0:00,Durban,Egon,,4/4/2023 5:01,California,West,1973,8,23,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1905,1500,Manufacturing,Fu Mingkangfamily,60,China,Ningbo,Manufacturing,Manufacturing,China,,TRUE,D,M,3/17/1963 0:00,Fu,Mingkang,,4/4/2023 5:01,,,1963,3,17,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1905,1500,MediaEntertainment,Alan Gerry,94,United States,Liberty,Cable television,MediaEntertainment,United States,,TRUE,E,M,12/25/1928 0:00,Gerry,Alan,,4/4/2023 5:01,New York,Northeast,1928,12,25,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1905,1500,FashionRetail,Philippe Ginestetfamily,69,France,Pujols,Retail stores,FashionRetail,France,,TRUE,D,M,1/1/1954 0:00,Ginestet,Philippe,,4/4/2023 5:01,,,1954,1,1,110.05,1.1,"$2,715,518,274,227 ",65.6,102.5,82.5,24.2,60.7,67059887,46.227638,2.213749
1905,1500,Logistics,G. Gnanalingam,78,Malaysia,Kuala Lumpur,Ports,Logistics,Malaysia,,TRUE,D,M,9/10/1944 0:00,Gnanalingam,G.,,4/4/2023 5:01,,,1944,9,10,121.46,0.7,"$364,701,517,788 ",45.1,105.3,76,12,38.7,32447385,4.210484,101.975766
1905,1500,FashionRetail,Esther Grether,87,Switzerland,Basel,Art collection,FashionRetail,Switzerland,,FALSE,E,F,1/1/1936 0:00,Grether,Esther,,4/4/2023 5:01,,,1936,1,1,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
1905,1500,Manufacturing,Wei Gu,58,China,Shenzhen,Consumer electronics,Manufacturing,China,,TRUE,E,M,1/27/1965 0:00,Gu,Wei,,4/4/2023 5:01,,,1965,1,27,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1905,1500,Technology,Patrick Hanrahan,67,United States,Portola Valley,Software,Technology,United States,,TRUE,D,M,5/8/1955 0:00,Hanrahan,Patrick,,4/4/2023 5:01,California,West,1955,5,8,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1905,1500,FinanceInvestments,Kenneth Hao,54,United States,Hillsborough,Private equity,FinanceInvestments,United States,,TRUE,E,M,9/11/1968 0:00,Hao,Kenneth,,4/4/2023 5:01,California,West,1968,9,11,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1905,1500,FinanceInvestments,Jaroslav Hascakfamily,53,Slovakia,Bratislava,Investments,FinanceInvestments,Slovakia,,TRUE,U,M,8/30/1969 0:00,Hascak,Jaroslav,,4/4/2023 5:01,,,1969,8,30,115.34,2.7,"$105,422,304,976 ",46.6,98.7,77.2,18.7,49.7,5454073,48.669026,19.699024
1905,1500,Manufacturing,He Zhenggang,69,China,Leshan,Chemicals,Manufacturing,China,,TRUE,D,M,3/25/1954 0:00,He,Zhenggang,,4/4/2023 5:01,,,1954,3,25,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1905,1500,Real Estate,Niranjan Hiranandani,73,India,Mumbai,Real estate,Real Estate,India,,TRUE,E,M,3/8/1950 0:00,Hiranandani,Niranjan,,4/4/2023 5:01,,,1950,3,8,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1905,1500,FinanceInvestments,Ho Hung Anh,52,Vietnam,Hanoi,"Consumer products, banking",FinanceInvestments,Vietnam,,TRUE,D,M,6/8/1970 0:00,Ho,Hung Anh,,4/4/2023 5:01,,,1970,6,8,163.52,2.8,"$261,921,244,843 ",28.5,110.6,75.3,19.1,37.6,96462106,14.058324,108.277199
1905,1500,Technology,Archie Hwang,70,Taiwan,Taipei,Semiconductors,Technology,Taiwan,,TRUE,D,M,8/20/1952 0:00,Hwang,Archie,,4/4/2023 5:01,,,1952,8,20,,,,,,,,,,,
1905,1500,MediaEntertainment,Peter Jackson,61,New Zealand,Wellington,"Movies, digital effects",MediaEntertainment,New Zealand,Film,TRUE,E,M,10/31/1961 0:00,Jackson,Peter,Director,4/4/2023 5:01,,,1961,10,31,114.24,1.6,"$206,928,765,544 ",82,100,81.9,29,34.6,4841000,-40.900557,174.885971
1905,1500,FinanceInvestments,Stephen Jarislowsky,97,Canada,Montreal,Money management,FinanceInvestments,Canada,JarislowskyFraser,TRUE,D,M,9/9/1925 0:00,Jarislowsky,Stephen,CofounderChairman,4/4/2023 5:01,,,1925,9,9,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,12.8,24.5,36991981,56.130366,-106.346771
1905,1500,Healthcare,Rajeev Juneja,57,India,Delhi,Phamaceuticals,Healthcare,India,,TRUE,U,M,7/28/1965 0:00,Juneja,Rajeev,,4/4/2023 5:01,,,1965,7,28,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1905,1500,Healthcare,Ramesh Juneja,67,India,Delhi,Pharmaceuticals,Healthcare,India,,TRUE,U,M,7/28/1955 0:00,Juneja,Ramesh,,4/4/2023 5:01,,,1955,7,28,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1905,1500,Diversified,Ke Xipingfamily,62,China,Xiamen,Investments,Diversified,China,,TRUE,E,M,6/7/1960 0:00,Ke,Xiping,,4/4/2023 5:01,,,1960,6,7,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1905,1500,Diversified,Kim Jun-ki,78,South Korea,Seoul,Diversified,Diversified,South Korea,Dongbu Insurance Co. Ltd.,TRUE,U,M,12/4/1944 0:00,Kim,Jun-ki,,4/4/2023 5:01,,,1944,12,4,115.16,0.4,"$2,029,000,000,000 ",94.3,98.1,82.6,15.6,33.2,51709098,35.907757,127.766922
1905,1500,FashionRetail,Sidney Kimmel,95,United States,New York,Retail,FashionRetail,United States,,TRUE,E,M,1/16/1928 0:00,Kimmel,Sidney,,4/4/2023 5:01,New York,Northeast,1928,1,16,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1905,1500,FoodBeverage,Jim Koch,73,United States,Newton,Beer,FoodBeverage,United States,,TRUE,D,M,5/27/1949 0:00,Koch,Jim,,4/4/2023 5:01,Massachusetts,Northeast,1949,5,27,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1905,1500,Real Estate,Raj Kumar,68,Singapore,Singapore,"Real estate, hotels",Real Estate,Singapore,,TRUE,Split Family Fortune,M,5/25/1954 0:00,Kumar,Raj,,4/4/2023 5:01,,,1954,5,25,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836
1905,1500,Diversified,Spiro Latsisfamily,76,Switzerland,Geneva,"Banking, shipping",Diversified,Greece,,FALSE,R,M,8/15/1946 0:00,Latsis,Spiro,,4/4/2023 5:01,,,1946,8,15,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
1905,1500,Manufacturing,Peter Leibinger,56,Germany,Schwieberdingen,Machine tools,Manufacturing,Germany,,FALSE,D,M,1/1/1967 0:00,Leibinger,Peter,,4/4/2023 5:01,,,1967,1,1,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
1905,1500,Manufacturing,Regine Leibinger,60,Germany,Berlin,Machine tools,Manufacturing,Germany,,FALSE,D,F,1/1/1963 0:00,Leibinger,Regine,,4/4/2023 5:01,,,1963,1,1,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
1905,1500,Manufacturing,Nicola Leibinger-Kammueller,63,Germany,Berlin,Manufacturing,Manufacturing,Germany,,FALSE,D,F,12/15/1959 0:00,Leibinger-Kammueller,Nicola,,4/4/2023 5:01,,,1959,12,15,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
1905,1500,Manufacturing,Li Jianli,50,China,Shenzhen,Lithium-ion battery cap,Manufacturing,China,,TRUE,D,M,9/27/1972 0:00,Li,Jianli,,4/4/2023 5:01,,,1972,9,27,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1905,1500,Manufacturing,Li Jiaquan,59,China,Chengdu,Chemicals,Manufacturing,China,,TRUE,D,M,9/6/1963 0:00,Li,Jiaquan,,4/4/2023 5:01,,,1963,9,6,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1905,1500,FashionRetail,Li Rucheng,71,China,Ningbo,Apparel,FashionRetail,China,,TRUE,D,M,6/13/1951 0:00,Li,Rucheng,,4/4/2023 5:01,,,1951,6,13,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1905,1500,Manufacturing,Li Shui-po,66,China,Kunshan,Stainless steel products,Manufacturing,Taiwan,,TRUE,U,M,8/1/1956 0:00,Li,Shui-po,,4/4/2023 5:01,,,1956,8,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1905,1500,Technology,Scott Lin,90,Taiwan,Taichung,Optical components,Technology,Taiwan,,TRUE,U,M,1/1/1933 0:00,Lin,Scott,,4/4/2023 5:01,,,1933,1,1,,,,,,,,,,,
1905,1500,Manufacturing,Liu Xiucaifamily,66,China,Shanghai,Chemicals,Manufacturing,United States,,TRUE,D,M,3/1/1957 0:00,Liu,Xiucai,,4/4/2023 5:01,,,1957,3,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1905,1500,Automotive,Lu Zhongfang,80,China,Tonghua,Education,Automotive,China,,TRUE,D,F,12/1/1942 0:00,Lu,Zhongfang,,4/4/2023 5:01,,,1942,12,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1905,1500,Logistics,Lu Zongjun,59,China,Shanghai,Logistics,Logistics,China,,TRUE,D,M,6/1/1963 0:00,Lu,Zongjun,,4/4/2023 5:01,,,1963,6,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1905,1500,Diversified,Youssef Mansour,77,Egypt,Cairo,Diversified,Diversified,Egypt,,TRUE,E,M,5/21/1945 0:00,Mansour,Youssef,,4/4/2023 5:01,,,1945,5,21,288.57,9.2,"$303,175,127,598 ",35.2,106.3,71.8,12.5,44.4,100388073,26.820553,30.802498
1905,1500,Real Estate,Bruce Mathieson,79,Australia,Gold Coast,Hotels,Real Estate,Australia,,TRUE,D,M,2/14/1944 0:00,Mathieson,Bruce,,4/4/2023 5:01,,,1944,2,14,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23,47.4,25766605,-25.274398,133.775136
1905,1500,Diversified,Romano Minozzi,88,Italy,Spilamberto,"Utilities, diversified",Diversified,Italy,,TRUE,D,M,3/6/1935 0:00,Minozzi,Romano,,4/4/2023 5:01,,,1935,3,6,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738
1905,1500,FinanceInvestments,Greg Mondre,48,United States,New York,Private equity,FinanceInvestments,United States,,TRUE,E,M,5/20/1974 0:00,Mondre,Greg,,4/4/2023 5:01,New York,Northeast,1974,5,20,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1905,1500,FashionRetail,Mario Moretti Polegatofamily,70,Italy,Crocetta del Montello,Shoes,FashionRetail,Italy,,TRUE,D,M,8/16/1952 0:00,Moretti Polegato,Mario,,4/4/2023 5:01,,,1952,8,16,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738
1905,1500,Service,Robert Mouawad,78,Bahrain,Manama,Fine jewelry,Service,Lebanon,,FALSE,E,M,1/1/1945 0:00,Mouawad,Robert,,4/4/2023 5:01,,,1945,1,1,117.59,2.1,"$38,574,069,149 ",50.5,99.4,77.2,4.2,13.8,1501635,26.0667,50.5577
1905,1500,Logistics,Jerry Moyesfamily,79,United States,Tolleson,Transportation,Logistics,United States,,TRUE,U,M,1/15/1944 0:00,Moyes,Jerry,,4/4/2023 5:01,Arizona,West,1944,1,15,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1905,1500,Technology,John Ocampo,63,United States,Los Altos,Semiconductors,Technology,United States,,TRUE,U,M,4/5/1959 0:00,Ocampo,John,,4/4/2023 5:01,California,West,1959,4,5,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1905,1500,Diversified,Stefan Olsson,74,United Kingdom,London,Diversified,Diversified,Sweden,,FALSE,U,M,1/1/1949 0:00,Olsson,Stefan,,4/4/2023 5:01,,,1949,1,1,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
1905,1500,Energy,Rubens Ometto Silveira Mello,73,Brazil,Sao Paulo,"Sugar, ethanol",Energy,Brazil,,FALSE,D,M,1/1/1950 0:00,Ometto Silveira Mello,Rubens,,4/4/2023 5:01,,,1950,1,1,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528
1905,1500,FinanceInvestments,Anne Marie See Pastor,,,,Finance,FinanceInvestments,Peru,,FALSE,Split Family Fortune,F,,Pastor,Anne Marie See,,4/4/2023 5:01,,,,,,,,,,,,,,,,
1905,1500,FinanceInvestments,George Pastor,,,,Finance,FinanceInvestments,Peru,,FALSE,Split Family Fortune,M,,Pastor,George,,4/4/2023 5:01,,,,,,,,,,,,,,,,
1905,1500,FinanceInvestments,Nelson Peltz,80,United States,Bedford,Investments,FinanceInvestments,United States,Trian Fund Management,TRUE,D,M,6/1/1942 0:00,Peltz,Nelson,Founder,4/4/2023 5:01,New York,Northeast,1942,6,1,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1905,1500,ConstructionEngineering,David Penaloza Alanis,49,Mexico,Mexico City,Toll roads,ConstructionEngineering,Mexico,,FALSE,U,M,1/1/1974 0:00,Penaloza Alanis,David,,4/4/2023 5:01,,,1974,1,1,141.54,3.6,"$1,258,286,717,125 ",40.2,105.8,75,13.1,55.1,126014024,23.634501,-102.552784
1905,1500,FashionRetail,Karl-Johan Persson,48,Sweden,Stockholm,HandM,FashionRetail,Sweden,,FALSE,E,M,3/25/1975 0:00,Persson,Karl-Johan,,4/4/2023 5:01,,,1975,3,25,110.51,1.8,"$530,832,908,738 ",67,126.6,82.5,27.9,49.1,10285453,60.128161,18.643501
1905,1500,FoodBeverage,Mike Repole,55,United States,Windermere,Sports drink,FoodBeverage,United States,,TRUE,E,M,1/21/1968 0:00,Repole,Mike,,4/4/2023 5:01,Florida,South,1968,1,21,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1905,1500,FoodBeverage,Duke Reyes,66,United States,Palm Beach,Beer distribution,FoodBeverage,United States,,FALSE,U,M,3/23/1957 0:00,Reyes,Duke,,4/4/2023 5:01,Florida,South,1957,3,23,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1905,1500,Real Estate,Kishin RK,39,Singapore,Singapore,"Real estate, hotels",Real Estate,Singapore,,FALSE,Split Family Fortune,M,5/5/1983 0:00,RK,Kishin,,4/4/2023 5:01,,,1983,5,5,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836
1905,1500,FinanceInvestments,Carlos Rodriguez-Pastor,63,Peru,Lima,Finance,FinanceInvestments,Peru,,FALSE,Split Family Fortune,M,4/11/1959 0:00,Rodriguez-Pastor,Carlos,,4/4/2023 5:01,,,1959,4,11,129.78,2.1,"$226,848,050,820 ",70.7,106.9,76.5,14.3,36.8,32510453,-9.189967,-75.015152
1905,1500,FinanceInvestments,Christopher Rokos,52,United Kingdom,London,Hedge fund,FinanceInvestments,United Kingdom,Rokos Capital Management,TRUE,E,M,9/21/1970 0:00,Rokos,Christopher,CEOFounder ,4/4/2023 5:01,,,1970,9,21,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
1905,1500,Service,John Ruiz,56,United States,Coral Gables,Healthcare services,Service,United States,,TRUE,N,M,1/7/1967 0:00,Ruiz,John,,4/4/2023 5:01,Florida,South,1967,1,7,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1905,1500,Technology,Sheryl Sandberg,53,United States,Menlo Park,Facebook,Technology,United States,Meta Platforms,TRUE,D,F,8/28/1969 0:00,Sandberg,Sheryl,COO,4/4/2023 5:01,California,West,1969,8,28,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1905,1500,Automotive,Amnon Shashua,62,Israel,Kfar Shmaryahu,Automotive technology,Automotive,Israel,,TRUE,E,M,5/26/1960 0:00,Shashua,Amnon,,4/4/2023 5:01,,,1960,5,26,108.15,0.8,"$395,098,666,122 ",63.4,104.9,82.8,23.1,25.3,9053300,31.046051,34.851612
1905,1500,MediaEntertainment,Ben Silbermann,40,United States,San Francisco,Social media,MediaEntertainment,United States,Pinterest,TRUE,U,M,7/14/1982 0:00,Silbermann,Ben,Cofounder,4/4/2023 5:01,California,West,1982,7,14,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1905,1500,FashionRetail,Ron Sim,64,Singapore,Singapore,retail,FashionRetail,Singapore,,TRUE,U,M,12/1/1958 0:00,Sim,Ron,,4/4/2023 5:01,,,1958,12,1,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836
1905,1500,FinanceInvestments,Leonid Simanovsky,73,Russia,Moscow,Investments,FinanceInvestments,Russia,,TRUE,R,M,7/19/1949 0:00,Simanovsky,Leonid,,4/4/2023 5:01,,,1949,7,19,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
1905,1500,Healthcare,Basudeo Singh,82,India,Mumbai,Pharmaceuticals,Healthcare,India,,TRUE,D,M,11/20/1940 0:00,Singh,Basudeo,,4/4/2023 5:01,,,1940,11,20,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1905,1500,Technology,Frank Slootman,64,United States,Pleasanton,Software,Technology,United States,,TRUE,D,M,10/3/1958 0:00,Slootman,Frank,,4/4/2023 5:01,California,West,1958,10,3,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1905,1500,Real Estate,Terry Snow,79,Australia,Canberra,"Airports, real estate",Real Estate,Australia,,TRUE,U,M,12/23/1943 0:00,Snow,Terry,,4/4/2023 5:01,,,1943,12,23,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23,47.4,25766605,-25.274398,133.775136
1905,1500,Real Estate,Axel Stawski,72,United States,Sagaponack,Real estate,Real Estate,United States,,TRUE,U,M,11/14/1950 0:00,Stawski,Axel,,4/4/2023 5:01,New York,Northeast,1950,11,14,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1905,1500,FinanceInvestments,Thomas Steyer,65,United States,San Francisco,Hedge funds,FinanceInvestments,United States,,TRUE,E,M,6/27/1957 0:00,Steyer,Thomas,,4/4/2023 5:01,California,West,1957,6,27,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1905,1500,FashionRetail,Sergei Studennikovfamily,56,Russia,Moscow,"Liquor stores, supermarkets",FashionRetail,Russia,,TRUE,R,M,3/24/1967 0:00,Studennikov,Sergei,,4/4/2023 5:01,,,1967,3,24,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
1905,1500,Real Estate,Su Suyufamily,74,China,Shantou,"Utilities, real estate",Real Estate,China,,TRUE,D,F,11/24/1948 0:00,Su,Suyu,,4/4/2023 5:01,,,1948,11,24,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1905,1500,Technology,Kevin Systrom,39,United States,San Francisco,Instagram,Technology,United States,Instagram,TRUE,E,M,12/30/1983 0:00,Systrom,Kevin,Cofounder,4/4/2023 5:01,California,West,1983,12,30,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1905,1500,FoodBeverage,Tan Lili,,China,Guangzhou,Feed,FoodBeverage,China,,TRUE,D,F,,Tan,Lili,,4/4/2023 5:01,,,,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1905,1500,FoodBeverage,Tang Binsen,40,China,Beijing,Beverages,FoodBeverage,China,,TRUE,E,M,12/12/1982 0:00,Tang,Binsen,,4/4/2023 5:01,,,1982,12,12,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1905,1500,Technology,Tang Rui,,China,Shanghai,Semiconductors,Technology,China,,TRUE,N,M,,Tang,Rui,,4/4/2023 5:01,,,,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1905,1500,Manufacturing,Prachak Tangkaravakoon,79,Thailand,Bangkok,Paints,Manufacturing,Thailand,,TRUE,U,M,3/26/1944 0:00,Tangkaravakoon,Prachak,,4/4/2023 5:01,,,1944,3,26,113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,14.9,29.5,69625582,15.870032,100.992541
1905,1500,Healthcare,Jeff Tangney,50,United States,Palo Alto,Healthcare IT,Healthcare,United States,Doximity,TRUE,D,M,8/9/1972 0:00,Tangney,Jeff,CEO,4/4/2023 5:01,California,West,1972,8,9,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1905,1500,FashionRetail,Yuequn Tao,63,China,Hefei,Contact Lens,FashionRetail,China,,TRUE,D,M,1/1/1960 0:00,Tao,Yuequn,,4/4/2023 5:01,,,1960,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1905,1500,Telecom,David Teoh,67,Australia,Sydney,Telecom,Telecom,Australia,,TRUE,D,M,1/1/1956 0:00,Teoh,David,,4/4/2023 5:01,,,1956,1,1,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23,47.4,25766605,-25.274398,133.775136
1905,1500,Manufacturing,Carmen Thyssen,79,Andorra,,"Investments, art",Manufacturing,Spain,,FALSE,U,F,4/23/1943 0:00,Thyssen,Carmen,,4/4/2023 5:01,,,1943,4,23,,,"$3,154,057,987 ",,106.4,,,,77142,42.506285,1.521801
1905,1500,Automotive,Tran Ba Duongfamily,63,Vietnam,Ho Chi Minh City,Automotive,Automotive,Vietnam,,TRUE,D,M,4/1/1960 0:00,Tran,Ba Duong,,4/4/2023 5:01,,,1960,4,1,163.52,2.8,"$261,921,244,843 ",28.5,110.6,75.3,19.1,37.6,96462106,14.058324,108.277199
1905,1500,Telecom,Kenny Troutt,75,United States,Dallas,Telecom,Telecom,United States,,TRUE,E,M,1/8/1948 0:00,Troutt,Kenny,,4/4/2023 5:01,Texas,South,1948,1,8,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1905,1500,GamblingCasinos,Jens von Bahr,52,Sweden,Stockholm,Gambling products,GamblingCasinos,Sweden,,TRUE,U,M,2/22/1971 0:00,von Bahr,Jens,,4/4/2023 5:01,,,1971,2,22,110.51,1.8,"$530,832,908,738 ",67,126.6,82.5,27.9,49.1,10285453,60.128161,18.643501
1905,1500,Healthcare,Wang Junmin,54,China,Chengdu,Pharmaceuticals,Healthcare,China,,TRUE,U,M,12/12/1968 0:00,Wang,Junmin,,4/4/2023 5:01,,,1968,12,12,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1905,1500,Healthcare,Weng Xianding,61,China,Shenzhen,Medical devices,Healthcare,China,,TRUE,U,M,11/28/1961 0:00,Weng,Xianding,,4/4/2023 5:01,,,1961,11,28,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1905,1500,Energy,Farris Wilks,71,United States,Cisco,Natural gas,Energy,United States,,TRUE,U,M,2/9/1952 0:00,Wilks,Farris,,4/4/2023 5:01,Texas,South,1952,2,9,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1905,1500,Real Estate,Gordon Wu,87,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,,TRUE,D,M,12/3/1935 0:00,Wu,Gordon,,4/4/2023 5:01,,,1935,12,3,,,,,,,,,,,
